teamFifaCode,teamName,playerName,firstNames,lastName,shirtName,position,shirtNumber,club,dateOfBirth,heightCm
CIV,Costa do Marfim,Ghislain Konan,Ghislain,Konan,Konan,DEF,3,Gil Vicente,1995-12-27,
CIV,Costa do Marfim,Jean Michaël Seri,Jean Michael,Seri,Seri,MID,4,Maribor,1991-07-19,
CIV,Costa do Marfim,Wilfried Singo,Wilfried,Singo,Singo,DEF,5,Galatasaray,2000-12-25,
CIV,Costa do Marfim,Seko Fofana,Seko,Fofana,Fofana,MID,6,Porto,1995-05-07,
CIV,Costa do Marfim,Odilon Kossounou,Odilon,Kossounou,Kossounou,DEF,7,Atalanta,2001-01-04,
CIV,Costa do Marfim,Franck Kessié,Franck,Kessie,Kessié,MID,8,Al-Ahli,1996-12-19,
CIV,Costa do Marfim,Ange-Yoan Bonny,Ange-Yoan,Bonny,Bonny,FWD,9,Inter Milan,2003-10-25,
CIV,Costa do Marfim,Simon Adingra,Simon,Adingra,Adingra,FWD,10,Monaco,2002-01-01,
CIV,Costa do Marfim,Yan Diomande,Yan,Diomande,Diomande,FWD,11,RB Leipzig,2006-11-14,
CIV,Costa do Marfim,Elye Wahi,Elye,Wahi,Wahi,FWD,12,Nice,2003-01-02,
CIV,Costa do Marfim,Christopher Opéri,Christopher,Operi,Opéri,DEF,13,İstanbul Başakşehir,1997-04-29,
CIV,Costa do Marfim,Oumar Diakité,Oumar,Diakite,Diakité,FWD,14,Cercle Brugge,2003-12-20,
CIV,Costa do Marfim,Amad Diallo,Amad,Diallo,Diallo,FWD,15,Manchester United,2002-07-11,
CIV,Costa do Marfim,Mohamed Koné,Mohamed,Kone,Koné,GK,16,Charleroi,2002-03-07,
CIV,Costa do Marfim,Guéla Doué,Guela,Doue,Doué,DEF,17,Strasbourg,2002-10-17,
CIV,Costa do Marfim,Ibrahim Sangaré,Ibrahim,Sangare,Sangaré,MID,18,Nottingham Forest,1997-12-02,
CIV,Costa do Marfim,Nicolas Pépé,Nicolas,Pepe,Pépé,FWD,19,Villarreal,1995-05-29,
CIV,Costa do Marfim,Emmanuel Agbadou,Emmanuel,Agbadou,Agbadou,DEF,20,Beşiktaş,1997-06-17,
CIV,Costa do Marfim,Evan Ndicka,Evan,Ndicka,Ndicka,DEF,21,Roma,1999-08-20,
CIV,Costa do Marfim,Evann Guessand,Evann,Guessand,Guessand,FWD,22,Crystal Palace,2001-07-01,
CIV,Costa do Marfim,Alban Lafont,Alban,Lafont,Lafont,GK,23,Panathinaikos,1999-01-23,
CIV,Costa do Marfim,Bazoumana Touré,Bazoumana,Toure,Touré,FWD,24,TSG Hoffenheim,2006-03-02,
CIV,Costa do Marfim,Parfait Guiagon,Parfait,Guiagon,Guiagon,MID,25,Charleroi,2001-02-22,
CIV,Costa do Marfim,Christ Inao Oulaï,Christ,Inao Oulai,Oulaï,MID,26,Trabzonspor,2006-04-06,
JPN,Japão,Zion Suzuki,Zion,Suzuki,Suzuki,GK,1,Parma,2002-08-21,
JPN,Japão,Yukinari Sugawara,Yukinari,Sugawara,Sugawara,DEF,2,Werder Bremen,2000-06-28,
JPN,Japão,Shōgo Taniguchi,Shogo,Taniguchi,Taniguchi,DEF,3,Sint-Truiden,1991-07-15,
JPN,Japão,Kō Itakura,Ko,Itakura,Itakura,DEF,4,Ajax,1997-01-27,
JPN,Japão,Yūto Nagatomo,Yuto,Nagatomo,Nagatomo,DEF,5,FC Tokyo,1986-09-12,
JPN,Japão,Shūto Machino,Shuto,Machino,Machino,FWD,6,Borussia Mönchengladbach,1999-09-30,
JPN,Japão,Ao Tanaka,Ao,Tanaka,Tanaka,MID,7,Leeds United,1998-09-10,
JPN,Japão,Takefusa Kubo,Takefusa,Kubo,Kubo,MID,8,Real Sociedad,2001-06-04,
JPN,Japão,Keisuke Gotō,Keisuke,Goto,Gotō,FWD,9,Sint-Truiden,2005-06-03,
JPN,Japão,Ritsu Dōan,Ritsu,Doan,Dōan,MID,10,Eintracht Frankfurt,1998-06-16,
JPN,Japão,Daizen Maeda,Daizen,Maeda,Maeda,MID,11,Celtic,1997-10-20,
JPN,Japão,Keisuke Ōsako,Keisuke,Osako,Ōsako,GK,12,Sanfrecce Hiroshima,1999-07-28,
JPN,Japão,Keito Nakamura,Keito,Nakamura,Nakamura,MID,13,Reims,2000-07-28,
JPN,Japão,Junya Itō,Junya,Ito,Itō,MID,14,Genk,1993-03-09,
JPN,Japão,Daichi Kamada,Daichi,Kamada,Kamada,MID,15,Crystal Palace,1996-08-05,
JPN,Japão,Tsuyoshi Watanabe,Tsuyoshi,Watanabe,Watanabe,DEF,16,Feyenoord,1997-02-05,
JPN,Japão,Yuito Suzuki,Yuito,Suzuki,Suzuki,MID,17,SC Freiburg,2001-10-25,
JPN,Japão,Ayase Ueda,Ayase,Ueda,Ueda,FWD,18,Feyenoord,1998-08-28,
JPN,Japão,Kōki Ogawa,Koki,Ogawa,Ogawa,FWD,19,NEC,1997-08-08,
JPN,Japão,Ayumu Seko,Ayumu,Seko,Seko,DEF,20,Le Havre,2000-06-07,
JPN,Japão,Hiroki Itō,Hiroki,Ito,Itō,DEF,21,Bayern Munich,1999-05-12,
JPN,Japão,Takehiro Tomiyasu,Takehiro,Tomiyasu,Tomiyasu,DEF,22,Ajax,1998-11-05,
JPN,Japão,Tomoki Hayakawa,Tomoki,Hayakawa,Hayakawa,GK,23,Kashima Antlers,1999-03-03,
JPN,Japão,Kaishū Sano,Kaishu,Sano,Sano,MID,24,Mainz 05,2000-12-30,
JPN,Japão,Junnosuke Suzuki,Junnosuke,Suzuki,Suzuki,DEF,25,Copenhagen,2003-07-12,
JPN,Japão,Kento Shiogai,Kento,Shiogai,Shiogai,FWD,26,VfL Wolfsburg,2005-03-26,
NED,Holanda,Bart Verbruggen,Bart,Verbruggen,Verbruggen,GK,1,Brighton & Hove Albion,2002-08-18,
NED,Holanda,Lutsharel Geertruida,Lutsharel,Geertruida,Geertruida,DEF,2,Sunderland,2000-07-18,
NED,Holanda,Marten de Roon,Marten de,Roon,Roon,MID,3,Atalanta,1991-03-29,
NED,Holanda,Virgil van Dijk,Virgil van,Dijk,Dijk,DEF,4,Liverpool,1991-07-08,
NED,Holanda,Nathan Aké,Nathan,Ake,Aké,DEF,5,Manchester City,1995-02-18,
NED,Holanda,Jan Paul van Hecke,Jan Paul van,Hecke,Hecke,DEF,6,Brighton & Hove Albion,2000-06-08,
NED,Holanda,Justin Kluivert,Justin,Kluivert,Kluivert,MID,7,Bournemouth,1999-05-05,
NED,Holanda,Ryan Gravenberch,Ryan,Gravenberch,Gravenberch,MID,8,Liverpool,2002-05-16,
NED,Holanda,Wout Weghorst,Wout,Weghorst,Weghorst,FWD,9,Ajax,1992-08-07,
NED,Holanda,Memphis Depay,Memphis,Depay,Depay,FWD,10,Corinthians,1994-02-13,
NED,Holanda,Cody Gakpo,Cody,Gakpo,Gakpo,FWD,11,Liverpool,1999-05-07,
NED,Holanda,Mats Wieffer,Mats,Wieffer,Wieffer,DEF,12,Brighton & Hove Albion,1999-11-16,
NED,Holanda,Robin Roefs,Robin,Roefs,Roefs,GK,13,Sunderland,2003-01-17,
NED,Holanda,Tijjani Reijnders,Tijjani,Reijnders,Reijnders,MID,14,Manchester City,1998-07-29,
NED,Holanda,Micky van de Ven,Micky van de,Ven,Ven,DEF,15,Tottenham Hotspur,2001-04-19,
NED,Holanda,Guus Til,Guus,Til,Til,MID,16,PSV Eindhoven,1997-12-22,
NED,Holanda,Noa Lang,Noa,Lang,Lang,FWD,17,Galatasaray,1999-06-17,
NED,Holanda,Donyell Malen,Donyell,Malen,Malen,FWD,18,Roma,1999-01-19,
NED,Holanda,Brian Brobbey,Brian,Brobbey,Brobbey,FWD,19,Sunderland,2002-02-01,
NED,Holanda,Teun Koopmeiners,Teun,Koopmeiners,Koopmeiners,MID,20,Juventus,1998-02-28,
NED,Holanda,Frenkie de Jong,Frenkie de,Jong,Jong,MID,21,Barcelona,1997-05-12,
NED,Holanda,Denzel Dumfries,Denzel,Dumfries,Dumfries,DEF,22,Inter Milan,1996-04-18,
NED,Holanda,Mark Flekken,Mark,Flekken,Flekken,GK,23,Bayer Leverkusen,1993-06-13,
NED,Holanda,Crysencio Summerville,Crysencio,Summerville,Summerville,FWD,24,West Ham United,2001-10-30,
NED,Holanda,Jorrel Hato,Jorrel,Hato,Hato,DEF,25,Chelsea,2006-03-07,
NED,Holanda,Quinten Timber,Quinten,Timber,Timber,MID,26,Marseille,2001-06-17,
SWE,Suécia,Jacob Widell Zetterström,Jacob,Widell Zetterstrom,Zetterström,GK,1,Derby County,1998-07-11,
SWE,Suécia,Gustaf Lagerbielke,Gustaf,Lagerbielke,Lagerbielke,DEF,2,Braga,2000-04-10,
SWE,Suécia,Victor Lindelöf,Victor,Lindelof,Lindelöf,DEF,3,Aston Villa,1994-07-17,
SWE,Suécia,Isak Hien,Isak,Hien,Hien,DEF,4,Atalanta,1999-01-13,
SWE,Suécia,Gabriel Gudmundsson,Gabriel,Gudmundsson,Gudmundsson,DEF,5,Leeds United,1999-04-29,
SWE,Suécia,Herman Johansson,Herman,Johansson,Johansson,DEF,6,FC Dallas,1997-10-16,
SWE,Suécia,Lucas Bergvall,Lucas,Bergvall,Bergvall,MID,7,Tottenham Hotspur,2006-02-02,
SWE,Suécia,Daniel Svensson,Daniel,Svensson,Svensson,DEF,8,Borussia Dortmund,2002-02-12,
SWE,Suécia,Alexander Isak,Alexander,Isak,Isak,FWD,9,Liverpool,1999-09-21,
SWE,Suécia,Benjamin Nygren,Benjamin,Nygren,Nygren,MID,10,Celtic,2001-07-08,
SWE,Suécia,Anthony Elanga,Anthony,Elanga,Elanga,FWD,11,Newcastle United,2002-04-27,
SWE,Suécia,Viktor Johansson,Viktor,Johansson,Johansson,GK,12,Stoke City,1998-09-14,
SWE,Suécia,Ken Sema,Ken,Sema,Sema,MID,13,Pafos,1993-09-30,
SWE,Suécia,Hjalmar Ekdal,Hjalmar,Ekdal,Ekdal,DEF,14,Burnley,1998-10-21,
SWE,Suécia,Carl Starfelt,Carl,Starfelt,Starfelt,DEF,15,Celta Vigo,1995-06-01,
SWE,Suécia,Jesper Karlström,Jesper,Karlstrom,Karlström,MID,16,Udinese,1995-06-21,
SWE,Suécia,Viktor Gyökeres,Viktor,Gyokeres,Gyökeres,FWD,17,Arsenal,1998-06-04,
SWE,Suécia,Yasin Ayari,Yasin,Ayari,Ayari,MID,18,Brighton & Hove Albion,2003-10-06,
SWE,Suécia,Mattias Svanberg,Mattias,Svanberg,Svanberg,MID,19,VfL Wolfsburg,1999-01-05,
SWE,Suécia,Eric Smith,Eric,Smith,Smith,DEF,20,FC St. Pauli,1997-01-08,
SWE,Suécia,Alexander Bernhardsson,Alexander,Bernhardsson,Bernhardsson,DEF,21,Holstein Kiel,1998-09-08,
SWE,Suécia,Besfort Zeneli,Besfort,Zeneli,Zeneli,MID,22,Union Saint-Gilloise,2002-11-21,
SWE,Suécia,Kristoffer Nordfeldt,Kristoffer,Nordfeldt,Nordfeldt,GK,23,AIK,1989-06-23,
SWE,Suécia,Elliot Stroud,Elliot,Stroud,Stroud,DEF,24,Mjällby AIF,2002-06-22,
SWE,Suécia,Gustaf Nilsson,Gustaf,Nilsson,Nilsson,FWD,25,Club Brugge,1997-05-23,
SWE,Suécia,Taha Ali,Taha,Ali,Ali,FWD,26,Malmö FF,1998-07-01,
TUN,Tunísia,Mouhib Chamakh,Mouhib,Chamakh,Chamakh,GK,1,Club Africain,2001-08-25,
TUN,Tunísia,Ali Abdi,Ali,Abdi,Abdi,DEF,2,Nice,1993-12-20,
TUN,Tunísia,Montassar Talbi,Montassar,Talbi,Talbi,DEF,3,Lorient,1998-05-26,
TUN,Tunísia,Omar Rekik,Omar,Rekik,Rekik,DEF,4,Maribor,2001-12-20,
TUN,Tunísia,Adem Arous,Adem,Arous,Arous,DEF,5,Kasımpaşa,2004-07-17,
TUN,Tunísia,Dylan Bronn,Dylan,Bronn,Bronn,DEF,6,Servette,1995-06-19,
TUN,Tunísia,Elias Achouri,Elias,Achouri,Achouri,FWD,7,Copenhagen,1999-02-10,
TUN,Tunísia,Elias Saad,Elias,Saad,Saad,FWD,8,Hannover 96,1999-12-27,
TUN,Tunísia,Hazem Mastouri,Hazem,Mastouri,Mastouri,FWD,9,Dynamo Makhachkala,1997-06-18,
TUN,Tunísia,Hannibal Mejbri,Hannibal,Mejbri,Mejbri,MID,10,Burnley,2003-01-21,
TUN,Tunísia,Ismaël Gharbi,Ismael,Gharbi,Gharbi,MID,11,FC Augsburg,2004-04-10,
TUN,Tunísia,Mortadha Ben Ouanes,Mortadha,Ben Ouanes,Ouanes,DEF,12,Kasımpaşa,1994-07-02,
TUN,Tunísia,Rani Khedira,Rani,Khedira,Khedira,MID,13,Union Berlin,1994-01-27,
TUN,Tunísia,Khalil Ayari,Khalil,Ayari,Ayari,MID,14,Paris Saint-Germain,2005-02-02,
TUN,Tunísia,Hadj Mahmoud,Hadj,Mahmoud,Mahmoud,MID,15,Lugano,2000-04-24,
TUN,Tunísia,Aymen Dahmen,Aymen,Dahmen,Dahmen,GK,16,CS Sfaxien,1997-01-28,
TUN,Tunísia,Ellyes Skhiri,Ellyes,Skhiri,Skhiri,MID,17,Eintracht Frankfurt,1995-05-10,
TUN,Tunísia,Rayan Elloumi,Rayan,Elloumi,Elloumi,FWD,18,Vancouver Whitecaps FC,2007-09-17,
TUN,Tunísia,Firas Chaouat,Firas,Chaouat,Chaouat,FWD,19,Club Africain,1996-05-08,
TUN,Tunísia,Yan Valery,Yan,Valery,Valery,DEF,20,Young Boys,1999-02-22,
TUN,Tunísia,Mohamed Amine Ben Hamida,Mohamed Amine,Ben Hamida,Hamida,DEF,21,Espérance de Tunis,1995-12-15,
TUN,Tunísia,Sabri Ben Hessen,Sabri,Ben Hessen,Hessen,GK,22,Étoile du Sahel,1996-06-13,
TUN,Tunísia,Moutaz Neffati,Moutaz,Neffati,Neffati,DEF,23,IFK Norrköping,2004-09-04,
TUN,Tunísia,Raed Chikhaoui,Raed,Chikhaoui,Chikhaoui,DEF,24,US Monastir,2004-06-09,
TUN,Tunísia,Anis Ben Slimane,Anis,Ben Slimane,Slimane,MID,25,Norwich City,2001-03-16,
TUN,Tunísia,Sebastian Tounekti,Sebastian,Tounekti,Tounekti,MID,26,Celtic,2002-07-13,
BEL,Bélgica,Thibaut Courtois,Thibaut,Courtois,Courtois,GK,1,Real Madrid,1992-05-11,
BEL,Bélgica,Zeno Debast,Zeno,Debast,Debast,DEF,2,Sporting CP,2003-10-24,
BEL,Bélgica,Arthur Theate,Arthur,Theate,Theate,DEF,3,Eintracht Frankfurt,2000-05-25,
BEL,Bélgica,Brandon Mechele,Brandon,Mechele,Mechele,DEF,4,Club Brugge,1993-01-28,
BEL,Bélgica,Maxim De Cuyper,Maxim,De Cuyper,Cuyper,DEF,5,Brighton & Hove Albion,2000-12-22,
BEL,Bélgica,Axel Witsel,Axel,Witsel,Witsel,MID,6,Girona,1989-01-12,
BEL,Bélgica,Kevin De Bruyne,Kevin,De Bruyne,Bruyne,MID,7,Napoli,1991-06-28,
BEL,Bélgica,Youri Tielemans,Youri,Tielemans,Tielemans,MID,8,Aston Villa,1997-05-07,
BEL,Bélgica,Romelu Lukaku,Romelu,Lukaku,Lukaku,FWD,9,Napoli,1993-05-13,
BEL,Bélgica,Leandro Trossard,Leandro,Trossard,Trossard,FWD,10,Arsenal,1994-12-04,
BEL,Bélgica,Jérémy Doku,Jeremy,Doku,Doku,FWD,11,Manchester City,2002-05-27,
BEL,Bélgica,Senne Lammens,Senne,Lammens,Lammens,GK,12,Manchester United,2002-07-07,
BEL,Bélgica,Mike Penders,Mike,Penders,Penders,GK,13,Strasbourg,2005-07-31,
BEL,Bélgica,Dodi Lukébakio,Dodi,Lukebakio,Lukébakio,FWD,14,Benfica,1997-09-24,
BEL,Bélgica,Thomas Meunier,Thomas,Meunier,Meunier,DEF,15,Lille,1991-09-12,
BEL,Bélgica,Koni De Winter,Koni,De Winter,Winter,DEF,16,Milan,2002-06-12,
BEL,Bélgica,Charles De Ketelaere,Charles,De Ketelaere,Ketelaere,FWD,17,Atalanta,2001-03-10,
BEL,Bélgica,Joaquin Seys,Joaquin,Seys,Seys,DEF,18,Club Brugge,2005-03-28,
BEL,Bélgica,Diego Moreira,Diego,Moreira,Moreira,MID,19,Strasbourg,2004-08-06,
BEL,Bélgica,Hans Vanaken,Hans,Vanaken,Vanaken,MID,20,Club Brugge,1992-08-24,
BEL,Bélgica,Timothy Castagne,Timothy,Castagne,Castagne,DEF,21,Fulham,1995-12-05,
BEL,Bélgica,Alexis Saelemaekers,Alexis,Saelemaekers,Saelemaekers,MID,22,Milan,1999-06-27,
BEL,Bélgica,Nicolas Raskin,Nicolas,Raskin,Raskin,MID,23,Rangers,2001-02-23,
BEL,Bélgica,Amadou Onana,Amadou,Onana,Onana,MID,24,Aston Villa,2001-08-16,
BEL,Bélgica,Nathan Ngoy,Nathan,Ngoy,Ngoy,DEF,25,Lille,2003-06-10,
BEL,Bélgica,Matias Fernandez-Pardo,Matias,Fernandez-Pardo,Fernandez-Pardo,FWD,26,Lille,2005-02-03,
EGY,Egito,Mohamed El Shenawy,Mohamed,Shenawy,Shenawy,GK,1,Al Ahly,1988-12-18,
EGY,Egito,Yasser Ibrahim,Yasser,Ibrahim,Ibrahim,DEF,2,Al Ahly,1993-02-10,
EGY,Egito,Mohamed Hany,Mohamed,Hany,Hany,DEF,3,Al Ahly,1996-02-02,
EGY,Egito,Hossam Abdelmaguid,Hossam,Abdelmaguid,Abdelmaguid,DEF,4,Zamalek,2001-04-30,
EGY,Egito,Ramy Rabia,Ramy,Rabia,Rabia,DEF,5,Al Ain,1993-05-20,
EGY,Egito,Mohamed Abdelmonem,Mohamed,Abdelmonem,Abdelmonem,DEF,6,Nice,1999-02-01,
EGY,Egito,Trézéguet,,Trézéguet,Trézéguet,FWD,7,Al Ahly,1994-10-01,
EGY,Egito,Emam Ashour,Emam,Ashour,Ashour,MID,8,Al Ahly,1998-02-20,
EGY,Egito,Hamza Abdelkarim,Hamza,Abdelkarim,Abdelkarim,FWD,9,Barcelona B,2008-01-01,
EGY,Egito,Mohamed Salah,Mohamed,Salah,Salah,FWD,10,Liverpool,1992-06-15,
EGY,Egito,Mostafa Ziko,Mostafa,Ziko,Ziko,MID,11,Pyramids,1997-04-27,
EGY,Egito,Haissem Hassan,Haissem,Hassan,Hassan,FWD,12,Oviedo,2002-02-08,
EGY,Egito,Ahmed Fatouh,Ahmed,Fatouh,Fatouh,DEF,13,Zamalek,1998-03-22,
EGY,Egito,Hamdy Fathy,Hamdy,Fathy,Fathy,MID,14,Al-Wakrah,1994-09-29,
EGY,Egito,Karim Hafez,Karim,Hafez,Hafez,DEF,15,Pyramids,1996-03-12,
EGY,Egito,El Mahdy Soliman,El Mahdy,Soliman,Soliman,GK,16,Zamalek,1987-06-08,
EGY,Egito,Mohanad Lasheen,Mohanad,Lasheen,Lasheen,MID,17,Pyramids,1996-05-29,
EGY,Egito,Nabil Emad,Nabil,Emad,Emad,MID,18,Al-Najma,1996-04-06,
EGY,Egito,Marwan Attia,Marwan,Attia,Attia,MID,19,Al Ahly,1998-08-01,
EGY,Egito,Ibrahim Adel,Ibrahim,Adel,Adel,FWD,20,Nordsjælland,2001-04-23,
EGY,Egito,Mahmoud Saber,Mahmoud,Saber,Saber,MID,21,ZED,2001-07-30,
EGY,Egito,Omar Marmoush,Omar,Marmoush,Marmoush,FWD,22,Manchester City,1999-02-07,
EGY,Egito,Mostafa Shobeir,Mostafa,Shobeir,Shobeir,GK,23,Al Ahly,2000-05-15,
EGY,Egito,Tarek Alaa,Tarek,Alaa,Alaa,DEF,24,ZED,2002-01-05,
EGY,Egito,Zizo,,Zizo,Zizo,FWD,25,Al Ahly,1996-01-10,
EGY,Egito,Mohamed Alaa,Mohamed,Alaa,Alaa,GK,26,El Gouna,1999-01-01,
IRN,Irã,Alireza Beiranvand,Alireza,Beiranvand,Beiranvand,GK,1,Tractor,1992-09-21,
IRN,Irã,Saleh Hardani,Saleh,Hardani,Hardani,DEF,2,Esteghlal,1998-12-26,
IRN,Irã,Ehsan Hajsafi,Ehsan,Hajsafi,Hajsafi,DEF,3,Sepahan,1990-02-25,
IRN,Irã,Shojae Khalilzadeh,Shojae,Khalilzadeh,Khalilzadeh,DEF,4,Tractor,1989-05-14,
IRN,Irã,Milad Mohammadi,Milad,Mohammadi,Mohammadi,DEF,5,Persepolis,1993-09-29,
IRN,Irã,Saeid Ezatolahi,Saeid,Ezatolahi,Ezatolahi,MID,6,Shabab Al Ahli,1996-10-01,
IRN,Irã,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,Jahanbakhsh,MID,7,Dender EH,1993-08-11,
IRN,Irã,Mohammad Mohebi,Mohammad,Mohebi,Mohebi,MID,8,Rostov,1998-12-20,
IRN,Irã,Mehdi Taremi,Mehdi,Taremi,Taremi,FWD,9,Olympiacos,1992-07-18,
IRN,Irã,Mehdi Ghayedi,Mehdi,Ghayedi,Ghayedi,FWD,10,Al Nasr,1998-12-05,
IRN,Irã,Ali Alipour,Ali,Alipour,Alipour,FWD,11,Persepolis,1995-11-11,
IRN,Irã,Payam Niazmand,Payam,Niazmand,Niazmand,GK,12,Persepolis,1995-04-06,
IRN,Irã,Hossein Kanaanizadegan,Hossein,Kanaanizadegan,Kanaanizadegan,DEF,13,Persepolis,1994-03-23,
IRN,Irã,Saman Ghoddos,Saman,Ghoddos,Ghoddos,MID,14,Kalba,1993-09-06,
IRN,Irã,Rouzbeh Cheshmi,Rouzbeh,Cheshmi,Cheshmi,MID,15,Esteghlal,1993-07-24,
IRN,Irã,Mahdi Torabi,Mahdi,Torabi,Torabi,MID,16,Tractor,1994-09-10,
IRN,Irã,Arya Yousefi,Aria,Yousefi,Yousefi,DEF,17,Sepahan,2002-04-22,
IRN,Irã,Amirhossein Hosseinzadeh,Amirhossein,Hosseinzadeh,Hosseinzadeh,FWD,18,Tractor,2000-10-30,
IRN,Irã,Ali Nemati,Ali,Nemati,Nemati,DEF,19,Foolad,1996-02-08,
IRN,Irã,Shahriyar Moghanlou,Shahriyar,Moghanlou,Moghanlou,FWD,20,Kalba,1994-12-21,
IRN,Irã,Mohammad Ghorbani,Mohammad,Ghorbani,Ghorbani,MID,21,Al Wahda,2001-10-07,
IRN,Irã,Hossein Hosseini,Hossein,Hosseini,Hosseini,GK,22,Sepahan,1992-06-30,
IRN,Irã,Ramin Rezaeian,Ramin,Rezaeian,Rezaeian,DEF,23,Foolad,1990-03-21,
IRN,Irã,Dennis Eckert,Dennis,Eckert,Eckert,FWD,24,Standard Liège,1997-01-09,
IRN,Irã,Danial Eiri,Danial,Eiri,Eiri,DEF,25,Malavan,2003-10-26,
IRN,Irã,Amirmohammad Razzaghinia,Amirmohammad,Razzaghinia,Razzaghinia,MID,26,Esteghlal,2006-04-11,
NZL,Nova Zelândia,Max Crocombe,Max,Crocombe,Crocombe,GK,1,Millwall,1993-08-12,
NZL,Nova Zelândia,Tim Payne,Tim,Payne,Payne,DEF,2,Wellington Phoenix,1994-01-10,
NZL,Nova Zelândia,Francis de Vries,Francis de,Vries,Vries,DEF,3,Auckland FC,1994-11-28,
NZL,Nova Zelândia,Tyler Bindon,Tyler,Bindon,Bindon,DEF,4,Sheffield United,2005-01-27,
NZL,Nova Zelândia,Michael Boxall,Michael,Boxall,Boxall,DEF,5,Minnesota United FC,1988-08-18,
NZL,Nova Zelândia,Joe Bell,Joe,Bell,Bell,MID,6,Viking,1999-04-27,
NZL,Nova Zelândia,Logan Rogerson,Logan,Rogerson,Rogerson,FWD,7,Auckland FC,1998-05-28,
NZL,Nova Zelândia,Marko Stamenić,Marko,Stamenic,Stamenić,MID,8,Swansea City,2002-02-19,
NZL,Nova Zelândia,Chris Wood,Chris,Wood,Wood,FWD,9,Nottingham Forest,1991-12-07,
NZL,Nova Zelândia,Sarpreet Singh,Sarpreet,Singh,Singh,MID,10,Wellington Phoenix,1999-02-20,
NZL,Nova Zelândia,Elijah Just,Elijah,Just,Just,MID,11,Motherwell,2000-05-01,
NZL,Nova Zelândia,Alex Paulsen,Alex,Paulsen,Paulsen,GK,12,Lechia Gdańsk,2002-07-04,
NZL,Nova Zelândia,Liberato Cacace,Liberato,Cacace,Cacace,DEF,13,Wrexham,2000-09-27,
NZL,Nova Zelândia,Alex Rufer,Alex,Rufer,Rufer,MID,14,Wellington Phoenix,1996-06-12,
NZL,Nova Zelândia,Nando Pijnaker,Nando,Pijnaker,Pijnaker,DEF,15,Auckland FC,1999-02-25,
NZL,Nova Zelândia,Finn Surman,Finn,Surman,Surman,DEF,16,Portland Timbers,2003-09-23,
NZL,Nova Zelândia,Kosta Barbarouses,Kosta,Barbarouses,Barbarouses,FWD,17,Western Sydney Wanderers,1990-02-19,
NZL,Nova Zelândia,Ben Waine,Ben,Waine,Waine,FWD,18,Port Vale,2001-06-11,
NZL,Nova Zelândia,Ben Old,Ben,Old,Old,MID,19,Saint-Étienne,2002-08-13,
NZL,Nova Zelândia,Callum McCowatt,Callum,Mccowatt,McCowatt,MID,20,Silkeborg,1999-04-30,
NZL,Nova Zelândia,Jesse Randall,Jesse,Randall,Randall,FWD,21,Auckland FC,2002-08-19,
NZL,Nova Zelândia,Michael Woud,Michael,Woud,Woud,GK,22,Auckland FC,1999-01-16,
NZL,Nova Zelândia,Ryan Thomas,Ryan,Thomas,Thomas,MID,23,PEC Zwolle,1994-12-20,
NZL,Nova Zelândia,Callan Elliot,Callan,Elliot,Elliot,DEF,24,Auckland FC,1999-07-07,
NZL,Nova Zelândia,Lachlan Bayliss,Lachlan,Bayliss,Bayliss,MID,25,Newcastle Jets,2002-07-24,
NZL,Nova Zelândia,Tommy Smith,Tommy,Smith,Smith,DEF,26,Braintree Town,1990-03-31,
CPV,Cabo Verde,Vozinha,,Vozinha,Vozinha,GK,1,Chaves,1986-06-03,
CPV,Cabo Verde,Stopira,,Stopira,Stopira,DEF,2,Torreense,1988-05-20,
CPV,Cabo Verde,Diney,,Diney,Diney,DEF,3,Al Bataeh,1995-01-17,
CPV,Cabo Verde,Pico,,Pico,Pico,DEF,4,Shamrock Rovers,1992-06-17,
CPV,Cabo Verde,Logan Costa,Logan,Costa,Costa,DEF,5,Villarreal,2001-04-01,
CPV,Cabo Verde,Kevin Pina,Kevin,Pina,Pina,MID,6,Krasnodar,1997-01-27,
CPV,Cabo Verde,Jovane Cabral,Jovane,Cabral,Cabral,MID,7,Estrela Amadora,1998-06-14,
CPV,Cabo Verde,João Paulo,João,Paulo,Paulo,MID,8,FCSB,1998-05-26,
CPV,Cabo Verde,Gilson Benchimol,Gilson,Benchimol,Benchimol,FWD,9,Akron Tolyatti,2001-12-29,
CPV,Cabo Verde,Jamiro Monteiro,Jamiro,Monteiro,Monteiro,MID,10,PEC Zwolle,1993-11-23,
CPV,Cabo Verde,Garry Rodrigues,Garry,Rodrigues,Rodrigues,MID,11,Apollon Limassol,1990-11-27,
CPV,Cabo Verde,Márcio Rosa,Marcio,Rosa,Rosa,GK,12,Montana,1997-02-23,
CPV,Cabo Verde,Sidny Lopes Cabral,Sidny Lopes,Cabral,Cabral,DEF,13,Benfica,2002-09-18,
CPV,Cabo Verde,Deroy Duarte,Deroy,Duarte,Duarte,MID,14,Ludogorets Razgrad,1999-07-04,
CPV,Cabo Verde,Laros Duarte,Laros,Duarte,Duarte,MID,15,Puskás Akadémia,1997-02-28,
CPV,Cabo Verde,Yannick Semedo,Yannick,Semedo,Semedo,MID,16,Farense,1995-12-29,
CPV,Cabo Verde,Willy Semedo,Willy,Semedo,Semedo,MID,17,Omonia,1994-04-27,
